medallion,hack_license,vendor_id,rate_code,store_and_fwd_flag,pickup_datetime,dropoff_datetime,passenger_count,trip_time_in_secs,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude
792B8FB5A6254AEB85361BFA695F0510,327B0AA4F56094C0B4EF3E1F5144461D,CMT,1,N,2013-02-08 09:56:34,2013-02-08 10:02:59,1,385,1.60,-73.981544,40.781097,-73.969337,40.801899
6C576846F5635F896403A89F3B387882,6BFAAAF5F96C0A234DC46D72713B1C3D,CMT,1,N,2013-02-07 13:50:25,2013-02-07 14:06:36,3,970,5.20,-74.003609,40.707367,-73.977066,40.754082
AB5C67F14D61C5CBD7465E61F75B511B,1C8D23D743D0A9ADA8B68440EDFA0BED,CMT,1,N,2013-02-08 11:18:05,2013-02-08 11:22:34,1,269,.40,-74.003044,40.733379,-73.999016,40.734306
81EC004D7D8FCD841C77EA02A4F1C0DF,8F00CD45A3A71CE6C12149B4717D2E8A,CMT,1,N,2013-02-08 18:21:42,2013-02-08 18:33:49,1,726,2.10,-74.00676,40.726749,-73.999168,40.754402
9F16A18B589FC0B5721EE23BBB6B5404,ADA9AD996E3A740200E4A100AAE294E0,CMT,1,N,2013-02-08 00:42:10,2013-02-08 01:07:15,1,1504,4.90,-73.953064,40.77179,-73.987747,40.722775
F4D155E193082503952FFCE4E989AD25,12BE109118F28C61DF07B0A758ED9213,VTS,1,,2013-02-01 15:13:00,2013-02-01 15:22:00,1,540,1.34,-73.9981,40.740711,-73.992226,40.75378
41C18EC77A45A95B819BCD5E80B7F405,8B8BB5999EEE8CE6955E2F3F299079EB,VTS,1,,2013-02-01 13:35:00,2013-02-01 13:49:00,1,840,1.62,-73.967636,40.762737,-73.987816,40.7551
1A052D0501F70E8A989BA6BF44A72880,A7670D9D0938F9240CF09E12EF6C9680,VTS,1,,2013-02-01 15:04:00,2013-02-01 15:12:00,5,480,.77,-73.976578,40.751472,-73.982689,40.756596
9853E96A19363E0FCEFAF09DE5484858,E94C7154A5ABC203EF174C7FA088A0CB,VTS,1,,2013-02-01 15:06:00,2013-02-01 15:10:00,1,240,.79,-73.960854,40.777863,-73.95369,40.784893
515EB6F8BEDB2B17CF1CF3B27B76AA93,A5AFFC8549AF873DEC5889ADE3BE7462,VTS,1,,2013-02-01 15:17:00,2013-02-01 15:29:00,1,720,1.51,-73.984268,40.737576,-74.005775,40.743519
351F5FF3C89025A0BF48A4165A91EF73,728527F9677CE0F7CFE61E539C6B5446,VTS,1,,2013-02-01 13:35:00,2013-02-01 13:48:00,2,780,.53,-73.978996,40.754837,-73.983864,40.749443
C82B849E34A57B83657B3E20DAFB2C74,277A9771D27445BBC28132965FF2E79D,VTS,1,,2013-02-01 15:01:00,2013-02-01 15:14:00,6,780,1.44,-73.978127,40.783123,-73.957558,40.775215
A28087F08A19476E7AD1D2580748B4F9,4CAE80FCDB611D1C31C256E7C96309E7,VTS,2,,2013-02-01 13:41:00,2013-02-01 14:30:00,1,2940,2.11,-74.011093,40.708988,-73.786278,40.639511
FCC73A8042D8D9B348F3F0D7B9EFDDC3,E5073CBF0413A2EE4225BB261CCBBAA5,VTS,2,,2013-02-01 14:51:00,2013-02-01 16:00:00,1,4140,18.31,-74.000092,40.730328,-73.783379,40.643814
0B593CED4C3F363DD4ED3F745B651CB1,47D7E01679A8EFCF3CF025F675B79590,VTS,1,,2013-02-01 15:32:00,2013-02-01 15:57:00,1,1500,10.40,-73.874481,40.774181,-73.975159,40.756119
FC9E84769F46197BBF80909505D74350,F877B31EF89EACCFC548A952F49DD81C,VTS,1,,2013-02-01 15:45:00,2013-02-01 16:06:00,1,1260,3.70,-73.989639,40.752506,-73.953239,40.788681
2B3EFA3719EA953A656D5041750787EB,522CEE52F5E6DA8DD74D7439FCEF6ABE,VTS,1,,2013-02-01 13:26:00,2013-02-01 13:34:00,1,480,1.41,0,0,0,0
04C1F9B8FCDE40E63209C394B5A4389E,7E5315E083B342CCEAE99DF287809E69,VTS,1,,2013-02-01 14:54:00,2013-02-01 15:12:00,2,1080,3.26,-73.972679,40.764671,-73.931763,40.763458
E77671960643CE0320E9CC2763469CF2,9739D89C314D59ED76D094D17A6FBBFF,VTS,1,,2013-02-01 14:34:00,2013-02-01 15:03:00,1,1740,1.00,-73.982292,40.752167,-73.988098,40.744358
E11D781DA9AC46567A04DBC00303156C,5CEADCA12C881ED928BF3C046CF9E961,VTS,1,,2013-02-01 13:27:00,2013-02-01 13:41:00,2,840,1.56,-73.99115,40.751293,-73.976738,40.759274
B5A2092943F496C0EC929D908DB2C859,C067C04C3AC0F70550273473DC659D53,VTS,1,,2013-02-01 15:20:00,2013-02-01 15:25:00,1,300,.41,-73.967575,40.763,-73.969345,40.76609
859770DADF8F269CC577F806E4266E6D,4B9AC371CBA90656BC93B714D4A6FACE,VTS,1,,2013-02-01 14:46:00,2013-02-01 15:22:00,1,2160,12.24,-73.786278,40.640778,-73.966148,40.676189
251D541518D0E55E3F43A6D053CA2233,955FBDC792D5EADA94059CE033AEF1AC,VTS,1,,2013-02-01 14:57:00,2013-02-01 15:06:00,1,540,1.54,-73.986473,40.740337,-73.985146,40.727505
40DA10E6144ADBCBA2BF1AD61D0936EE,A147E46FB4FB553E5A85574A2438981A,VTS,1,,2013-02-01 15:20:00,2013-02-01 15:30:00,4,600,1.80,-73.974007,40.742985,-73.956444,40.763042
EF0CD2C757CF23906AD9461314905305,A3662CBD98A3DB5DE6D12E0A18C2EDE8,VTS,1,,2013-02-01 14:49:00,2013-02-01 15:11:00,1,1320,1.76,-73.991264,40.750271,-73.973137,40.752365
9B59878E68F3A5B1E80B03235A33C184,02986E336DC8F415CF0E349074D14787,VTS,1,,2013-02-01 15:41:00,2013-02-01 15:43:00,1,120,.36,-73.955612,40.779392,-73.958679,40.775284
9353AADDE79A8025BF13B6AC32BA3AE7,7EE31FD6BDF2F994F267052D0B3C23DD,VTS,1,,2013-02-01 14:36:00,2013-02-01 14:59:00,1,1380,1.61,-74.005966,40.735722,-73.98481,40.753922
A20FA80587709EB5B8AF3026E59BB484,549D083F024FA83895050FFEAD21C82A,VTS,1,,2013-02-01 13:19:00,2013-02-01 13:40:00,1,1260,3.09,-73.978798,40.785519,-73.96347,40.761066
2111CFA825ECEE9430C3F075E8DC2E5A,3B23D23383A197F51D7B27F2C22D366A,VTS,1,,2013-02-01 14:57:00,2013-02-01 15:03:00,1,360,1.16,-73.975914,40.728565,-73.990219,40.737045
DBE7422E79192B5F654FE1FE02526125,548B0C0522E0DAF0E12C1ED9E33CAEDA,VTS,1,,2013-02-01 15:13:00,2013-02-01 15:43:00,1,1800,2.27,-73.981682,40.768318,-73.980698,40.745216
BE5ED408B42970ED6FADBC9AE5FAD4A1,F5BE2EFC65BDD558E6DAE42A74580DC7,VTS,2,,2013-02-01 14:17:00,2013-02-01 14:53:00,1,2160,17.38,-73.781845,40.644802,-73.973488,40.756756
E0B21E86A6C5CC857DCB178A4DC74553,AD4188C1778D15374AF9255D14B86605,VTS,1,,2013-02-01 14:45:00,2013-02-01 15:13:00,5,1680,3.24,-74.005623,40.725536,-73.975731,40.762623
CA2AD3844103E13D2F25FAA682ED11EF,B7C14A40F954F0D86BAF6A3A774C9543,VTS,1,,2013-02-01 15:33:00,2013-02-01 15:50:00,6,1020,1.73,-73.990463,40.724361,-74.009163,40.710903
1DBB8317ABA9B125CD7B8220B990F3A2,392D4F9EF5B21A1FF865F59244D13282,VTS,1,,2013-02-01 15:53:00,2013-02-01 16:00:00,5,420,1.85,-73.963196,40.810974,-73.966019,40.789879
E92261F11FE71FDDEA1F753D1A00B412,A624CF35C3AA995850A3EBA9768C01EC,VTS,1,,2013-02-01 15:35:00,2013-02-01 15:43:00,1,480,1.18,-73.994415,40.740803,-74.002533,40.750065
62C2F84D0A6C4AA186A129B212644D6C,2025A5BCB774DA5AD1746AF26547E357,VTS,1,,2013-02-01 15:43:00,2013-02-01 15:54:00,1,660,1.63,-73.99012,40.746529,-74.004395,40.734818
E5EA8E7FD55D316CEAD6AE8B484160B5,4B90308ECE54AD4EC107A15C14CCCF08,VTS,1,,2013-02-01 15:04:00,2013-02-01 15:13:00,1,540,1.65,-73.958138,40.779018,-73.966721,40.759407
2ECF8ED9A9142FEE4578EF54E139ABA4,901F1241918B35FE6A314E19A0C1EA49,VTS,1,,2013-02-01 14:53:00,2013-02-01 15:04:00,1,660,1.53,-73.979324,40.750305,-73.981445,40.765923
FDC9BDC6C8B0BAA256E94B3FDC874F21,9806CD77A55EF640DC7215C4FA7DB5E9,VTS,1,,2013-02-01 15:50:00,2013-02-01 15:54:00,2,240,.59,-73.981224,40.767788,-73.982704,40.77557
D3D055476B49E90E47BD255A23AFAFBE,1BE91BA83CBB3A525332E249BC9EAB3D,VTS,1,,2013-02-01 15:15:00,2013-02-01 15:45:00,1,1800,2.15,-73.991913,40.75415,-73.983177,40.744236
772B7A41B65FF59FA47A8E7E59F2A019,6CAF7C0D033F380001B2A47DE0ACA092,VTS,1,,2013-02-01 14:40:00,2013-02-01 14:53:00,1,780,2.03,-74.000946,40.731838,-73.976196,40.740025
D82ACB87030DC62C745D093C510D20C9,10153CA3FDBFAE6BF5D7981CAB750878,VTS,1,,2013-02-01 15:00:00,2013-02-01 15:12:00,1,720,.72,-73.990524,40.745602,-73.993721,40.752064
3257BB723EEA01F8268236E81D27D7B8,41E4E1F83BBD4D5EE7F259140769E8A0,VTS,1,,2013-02-01 15:44:00,2013-02-01 16:07:00,2,1380,2.08,-73.982513,40.773621,-73.993011,40.750763
E42EEC901684486BF59D6E5F5CFE65AC,184845D5DB037E3A3C1DE2ED1B895864,VTS,1,,2013-02-01 14:05:00,2013-02-01 14:54:00,2,2940,4.21,-73.962029,40.776268,-74.008018,40.739658
50F8C14345A1C1C29F71DC837C3FD8CA,6BCE2A13776CEB8AEE3E3A323A81B610,VTS,1,,2013-02-01 15:02:00,2013-02-01 15:05:00,4,180,.23,-74.006439,40.736702,-74.008446,40.735062
70EADD8E2D7952E8A5476DD3F647D3F0,52830E3E5933F38822EF7A73A17C98C2,VTS,2,,2013-02-01 15:03:00,2013-02-01 16:04:00,2,3660,16.06,-74.004044,40.70755,-73.782204,40.648697
7177FBDAE37C7F1EF3A56BD716EA33BE,61F97BD92DC01F3318B28DF1EA1E5D92,VTS,1,,2013-02-01 15:06:00,2013-02-01 15:06:00,1,0,.00,0,0,0,0
25D566E299C678396527A8C909AAA038,3717CA452026455A6A1C1342ADC52FE0,VTS,1,,2013-02-01 15:21:00,2013-02-01 15:41:00,1,1200,2.99,-73.989265,40.767994,-73.955482,40.775993
38E50730900AE2F4F2ABE518CCBBED70,3E6233DC8EA366096653DE71E8C3A27A,VTS,1,,2013-02-01 15:34:00,2013-02-01 15:41:00,1,420,1.18,-73.98645,40.756588,-73.995697,40.749813
91476844572699A2ADCC15B2D93E58F1,EF8919074AD016E6FCD9CA7B49DA37E7,VTS,1,,2013-02-01 15:57:00,2013-02-01 16:05:00,1,480,1.26,-73.992935,40.758091,-73.996681,40.745564
D22FDB926D6B574416DFDC9D645020AE,7866C9D26FC537A1248ACF94196C5DE2,VTS,1,,2013-02-01 15:51:00,2013-02-01 15:57:00,2,360,.90,-73.977341,40.788773,-73.982811,40.779034
FEFD48093EC151BA98BFBD7B44D3D394,1E092A83F631B7DB7F920F690A39F25B,VTS,1,,2013-02-01 14:59:00,2013-02-01 15:09:00,2,600,1.88,-73.984398,40.769184,-73.969521,40.753464
3FFC48DBEB9D0179948B8E9E5D84D5D0,B1A79C30EE57F34784D008D2AD7CF079,VTS,2,,2013-02-01 14:33:00,2013-02-01 15:16:00,5,2580,16.63,-73.980499,40.750446,-73.793777,40.644672
EA8134D51D258F98C4A67A7A982604BD,17BAC603A3C46C4A55427B5508618BB6,VTS,1,,2013-02-01 14:23:00,2013-02-01 14:33:00,1,600,1.85,-73.956497,40.767311,-73.977486,40.774052
218A91410E0CFF9C35830A5DAA534C42,6A09105CE0E4DF7B21BA91C888415588,VTS,1,,2013-02-01 14:40:00,2013-02-01 15:11:00,1,1860,2.29,-73.965363,40.771938,-73.981461,40.745911
DCD53B734DC01B1FBA28223094424383,096F5DAFB773C1E43511DDEA7EE86F7F,VTS,1,,2013-02-01 14:47:00,2013-02-01 14:55:00,1,480,1.25,-73.978226,40.752338,-73.976112,40.765572
87A5504926726AEF7E608B3997D31AF4,94B39FB827701E0E55571FE8161BD25C,VTS,1,,2013-02-01 16:54:00,2013-02-01 17:01:00,1,420,.96,-73.979141,40.766872,-73.988213,40.756786
06D29AF4D2C6C5A9E08FAC8F7FB425F5,BCD035E82E9FB9193693FEB110968B66,VTS,1,,2013-02-01 13:42:00,2013-02-01 13:47:00,1,300,1.09,-74.01104,40.715965,-74.007988,40.723522
24570F507E33871C8AA3A87F61BDD523,B5F1A03E492CB3B3080E36E7AEAFD770,VTS,1,,2013-02-01 13:55:00,2013-02-01 14:02:00,1,420,1.11,-73.982964,40.756962,-73.990112,40.767147
DFC912B9AD72967A8DD093397BDC7444,53CC5576B124EACDDE0A01E7C3F94076,VTS,1,,2013-02-01 15:33:00,2013-02-01 16:00:00,1,1620,9.70,-73.985123,40.732067,-73.885529,40.773163
40A8A42685D2278E42FE2483A96398D8,BABDF58003BEAD9349F83CF1221E2267,VTS,1,,2013-02-01 15:20:00,2013-02-01 15:42:00,1,1320,8.07,-74.009804,40.721073,-74.01165,40.626637
F9681D4F00B7881030CD244EFF313A77,838E38E346B026C0BC656753CBCB69B1,VTS,1,,2013-02-01 15:13:00,2013-02-01 15:23:00,1,600,1.43,-74.004929,40.751873,-73.995155,40.739666
87A5504926726AEF7E608B3997D31AF4,94B39FB827701E0E55571FE8161BD25C,VTS,1,,2013-02-01 14:41:00,2013-02-01 14:57:00,1,960,1.79,-73.9729,40.757484,-73.98819,40.769539
DF29E029E53F6AFB106D520C6B0EAA1C,85D89E3DECAE1857A330D5F396895E76,VTS,1,,2013-02-01 15:06:00,2013-02-01 15:13:00,1,420,1.26,-73.984367,40.767239,-73.97831,40.756859
0BD94C6F9A4B2D10C99669DF9198FF8E,9E111F44578FADDDBFA43DA82CE997DB,VTS,1,,2013-02-01 15:30:00,2013-02-01 15:49:00,1,1140,.99,-73.986816,40.756027,-73.990463,40.743744
8D6F8CB4DA080C3726BE8D3996254986,9E7C42B2045136489E29031F47521220,VTS,1,,2013-02-01 15:54:00,2013-02-01 15:57:00,1,180,.55,-73.964172,40.770844,-73.966743,40.767303
269A632891FA55C2BB3422CF2FBFB778,8BE7A98D49651EAFD919752FB0DA8965,VTS,1,,2013-02-01 15:19:00,2013-02-01 15:40:00,2,1260,3.72,-73.996117,40.725361,-73.991745,40.757992
BCEB2F048FCA6F2DB11E275E6B892E15,4E7B02FA06F88F34180D7756B751EA99,VTS,1,,2013-02-01 15:09:00,2013-02-01 15:17:00,1,480,1.59,-73.970894,40.760662,-73.954605,40.769775
27328100F8702AD2DA7BB48912886CFF,523AEABF60B0E02554F150B574974C5E,VTS,1,,2013-02-01 15:40:00,2013-02-01 15:45:00,1,300,.80,-73.967613,40.763153,-73.979485,40.76606
9786E56B89705E96F375715B844D2336,7DC1B0AE8005785D16DC3A1708002BF0,VTS,1,,2013-02-01 15:58:00,2013-02-01 16:11:00,1,780,2.51,-73.975075,40.792793,-73.980804,40.765396
39114A4514A8995C63B025B91BD56D26,FAA39BEB7D7159DCB3DCAC56EED0CEA7,VTS,1,,2013-02-01 16:01:00,2013-02-01 16:18:00,6,1020,3.41,-73.98217,40.764091,-73.933479,40.752998
CF2C842AC38307475BE0D2AF1CD9BFD4,F5CFF88BD1D8A03E3813FC9477DD26CC,VTS,1,,2013-02-01 17:00:00,2013-02-01 17:10:00,1,600,2.43,-73.98204,40.770294,-73.968803,40.80127
6FFFED8DFC7AA59BCF149F4A84799AC0,070AE4204273A626ED5C4B1716D4CB82,VTS,1,,2013-02-01 15:17:00,2013-02-01 15:50:00,6,1980,9.79,-73.863914,40.770351,-73.982185,40.761471
9B2F0CF7472D7072BE7B6C593ADC06E6,AA7DE37B1D94EC47FE1060CD0F90913A,VTS,1,,2013-02-01 13:09:00,2013-02-01 13:25:00,1,960,.49,-73.958527,40.760078,-74.001404,40.726372
C7C7A02A43EF93C55735C621C166327D,90818C1716A41EC607EA0F7061FE2B10,VTS,1,,2013-02-01 15:15:00,2013-02-01 15:43:00,2,1680,3.33,-73.95462,40.765717,-73.989693,40.752495
8BA22EA669717BC6AD9B1B592C2F2675,26ED80ADA053DD065E17BC1A604CCCE6,VTS,1,,2013-02-01 13:26:00,2013-02-01 13:31:00,1,300,1.06,-73.960175,40.762081,-73.951767,40.773476
35A2BDABB3011645C2F7612ABA558C76,843AC0CC0AFF4C2B2F191C1C1C1C4C42,VTS,1,,2013-02-01 15:27:00,2013-02-01 15:38:00,5,660,1.02,-73.985008,40.724216,-73.994102,40.717587
30EB0664C41FF6B0ED5E94855BC9AEF0,B11C57D8A5C3FA200FA94112F46A2CB3,VTS,1,,2013-02-01 16:14:00,2013-02-01 16:19:00,2,300,.78,-73.978271,40.786026,-73.971939,40.794601
DCA1666E38B3AF4278E38531A3CAEBD9,006FAD57CE21BB431C86C2845150765E,VTS,1,,2013-02-01 16:34:00,2013-02-01 16:58:00,2,1440,4.75,-73.990822,40.750763,-73.946503,40.794682
2B859C5416C9CB678AAA6C2B925DB1FE,34C6FDAB194EA0FCD81BAAB38E21BBB9,VTS,1,,2013-02-01 16:52:00,2013-02-01 16:59:00,1,420,.68,-73.986847,40.750446,-73.978661,40.750225
7F1C0563559E2D7AC63EFB1608FF29AD,046CEAED2FDFB40B6C1019EE9C972323,VTS,1,,2013-02-01 16:53:00,2013-02-01 17:02:00,1,540,1.04,-73.98201,40.764591,-73.989548,40.752144
FE444AF957F4ACED1BB0275389C071CC,5C9BFD56DE03117DD3819732B8E7DF94,VTS,1,,2013-02-01 15:40:00,2013-02-01 15:50:00,1,600,1.71,-73.982643,40.745182,-73.967567,40.766018
DA228BD6F2DA6D9AEA0DEE5B61380F9C,9581209E2CF6BB2F5C65DADDFC4A71CF,VTS,1,,2013-02-01 16:13:00,2013-02-01 16:15:00,1,120,.33,-73.994102,40.751377,-73.99736,40.752075
673FB8D38798B9F5B7D586F070919B1D,3DA8DE09D906A1DE05F242D923053941,VTS,1,,2013-02-01 16:44:00,2013-02-01 17:00:00,1,960,2.98,-74.010284,40.71207,-73.983963,40.729309
20655162FF1D0E0160CF0592A8998BAA,413339FF7D3B991430F9BDF21B1AA1D8,VTS,1,,2013-02-01 16:26:00,2013-02-01 16:48:00,6,1320,5.65,-73.988129,40.769909,-73.978523,40.719879
C4F644EE1729839CFF3025417934CB69,EA293E1A8A1CB1ECA9A532FF9DB95F47,VTS,1,,2013-02-01 15:15:00,2013-02-01 15:39:00,1,1440,9.91,-73.885223,40.772903,-73.97654,40.756439
19221B9F4BFC5427ADDB527A35B36087,70070BE94CD238E45967E79450BEEB74,VTS,1,,2013-02-01 13:00:00,2013-02-01 13:16:00,1,960,3.30,-74.000237,40.761631,-74.007889,40.719261
9B59878E68F3A5B1E80B03235A33C184,02986E336DC8F415CF0E349074D14787,VTS,1,,2013-02-01 15:09:00,2013-02-01 15:37:00,1,1680,4.85,-74.00618,40.733837,-73.95929,40.779346
9C31E646D1BB22DEA85822A5A4568B2F,6092F12DA5BB2B3250A8D19880A02584,VTS,1,,2013-02-01 15:33:00,2013-02-01 15:39:00,1,360,1.05,-73.960518,40.769539,-73.950508,40.780796
B181A7F9CA767440E76C78603D7294F3,DF637615A872C2052E10F973F0F65E7B,VTS,1,,2013-02-01 13:40:00,2013-02-01 13:47:00,1,420,1.00,-73.977325,40.738392,-73.98597,40.741787
66764B77F96DF43315499D73AA6DD84E,34241B14FE61FD74489E45B09E833F90,VTS,1,,2013-02-01 15:44:00,2013-02-01 15:54:00,6,600,.43,-73.98484,40.733223,-73.99044,40.746319
EBAF059FA9FE6F082A50F4C09C362B5D,6204100D43CC7B90E24769035BC0B831,VTS,1,,2013-02-01 15:40:00,2013-02-01 15:49:00,5,540,1.26,-73.966873,40.804123,-73.974625,40.789139
FF40FB8123940D9F96D33EDA1D92A83C,E1073201FF19684D8E8FCCF392F72C38,VTS,1,,2013-02-01 15:15:00,2013-02-01 15:29:00,1,840,.92,-73.995316,40.759838,-73.985298,40.753681
0164F1BA04FE68BEF694DC338B0FB837,F4E7814DED7D218DE747EC89155CD1B7,VTS,1,,2013-02-01 16:11:00,2013-02-01 16:14:00,1,180,.53,-73.977509,40.777061,-73.979218,40.782169
1AECBA4B3EF8527E119D8887439485C1,312A73E33B945D513A5031CD6BB6E49D,VTS,1,,2013-02-01 16:38:00,2013-02-01 16:50:00,1,720,1.61,-73.994949,40.734558,-74.005264,40.720379
4BAC2FBB8579978026CF09E4AC3C101D,5D7AC67A33FC4F1B593A0AB418416674,VTS,1,,2013-02-01 15:45:00,2013-02-01 16:15:00,1,1800,6.63,0,0,0,0
25EC664B6716DA695D71FD74A9867C06,856AB022F9CBC4D176B729537C9E65AA,VTS,1,,2013-02-01 15:28:00,2013-02-01 15:41:00,1,780,1.68,-73.956543,40.764458,-73.959114,40.780888
7770F0FC780DB0C440F27B5E0A855575,E873B7073F4E223A8E2599585ADBDF59,VTS,1,,2013-02-01 15:33:00,2013-02-01 15:53:00,1,1200,3.78,-73.960403,40.765652,-73.997574,40.728981
253B1EC6A277BD2E2DC35C5166DB6F37,E9728B425B873EDDA48A00AD60F004A0,VTS,1,,2013-02-01 16:42:00,2013-02-01 16:57:00,1,900,1.62,-73.991135,40.739536,-74.003761,40.722511
CAC1EDFA3030AE06FDE1E572BC5B050C,4C05E2208BA64AFC8D4E51D121996339,VTS,1,,2013-02-01 13:47:00,2013-02-01 13:57:00,6,600,1.36,-73.987976,40.727936,-73.981094,40.74173
63FF609B8D3109C16137022961A61EC9,5D33122B160F536A80B87132F6046A42,VTS,1,,2013-02-01 13:36:00,2013-02-01 13:50:00,1,840,2.56,-73.991898,40.764767,-73.965706,40.790222
1431E056A35F588107E3BC378BB6B350,E5A4EC36152C10FAE966D2B9A7A10528,VTS,1,,2013-02-01 13:53:00,2013-02-01 14:02:00,1,540,1.12,-74.009209,40.71629,-74.004044,40.727734
82E0B6235FC3416F885BF6BE1B661411,69AC2D37BA6DA704F3822C4B8D63709D,VTS,1,,2013-02-01 13:40:00,2013-02-01 13:58:00,1,1080,1.10,-73.991158,40.738949,-73.989479,40.751095
3436B7836A1960675AFD7752CE4BF0D8,B2820B7BB338CD9BC8B1E5E05ABC0E3E,VTS,1,,2013-02-01 16:08:00,2013-02-01 16:12:00,5,240,.53,-73.954788,40.769661,-73.962601,40.77298
0B85A264A33D1BA87064132771649127,7449B4C25E333436758236BEE7B161E0,VTS,1,,2013-02-01 16:53:00,2013-02-01 16:59:00,5,360,1.57,-73.954094,40.784508,-73.969147,40.766056
1FF0054CC6A767028F6208B6C6B2CC44,651D03B807EEB9636ED8240DB2B5FBCB,VTS,1,,2013-02-01 16:02:00,2013-02-01 16:07:00,1,300,.88,-73.98217,40.749748,-73.973724,40.76125
EC05D1578FBB29AAC62505CC1683C5E4,EF39F3203BC60C515C34CB4C8797311B,VTS,1,,2013-02-01 16:03:00,2013-02-01 16:18:00,1,900,2.18,-73.992752,40.747807,-73.979576,40.727371
7EBD06990AF58B2CE92435BAA0550704,99AAEC740F8B43EC6A4190EFE62BC2AE,VTS,1,,2013-02-01 15:38:00,2013-02-01 15:43:00,2,300,.60,-73.97039,40.757393,-73.979469,40.761612
266CCA39BBE9D879BB5CF8DEA1B19871,007E686365B4421FB22F8F2FAF21FBC1,VTS,1,,2013-02-01 16:52:00,2013-02-01 16:56:00,5,240,.88,0,0,0,41.453693
E81395630B8AF74FE4CF3833E1C5F736,C23ECA372A80B81F1696BC70E1F05A2E,VTS,2,,2013-02-01 15:25:00,2013-02-01 16:16:00,1,3060,20.84,-73.783798,40.64867,-74.010292,40.711346
13819BD4C711C0DFB63802E153F28036,D382D7F6FD81C545B846C2059BE6892C,VTS,1,,2013-02-01 15:33:00,2013-02-01 15:37:00,1,240,.89,-73.947693,40.78355,-73.954865,40.773434
1636FA083146AF6AE18DBD059D04CA76,E6FE46D4291F85C406321E788A819BDC,VTS,1,,2013-02-01 15:29:00,2013-02-01 15:52:00,6,1380,4.71,-74.015099,40.709457,-73.986107,40.758785
9C31E646D1BB22DEA85822A5A4568B2F,6092F12DA5BB2B3250A8D19880A02584,VTS,1,,2013-02-01 15:17:00,2013-02-01 15:27:00,1,600,.72,-73.954025,40.78159,-73.959091,40.774647
4DC80FE9E42B35052A5F3FD095511228,54BAF0BE7C208682D1512367E802DE74,VTS,1,,2013-02-01 16:44:00,2013-02-01 16:51:00,5,420,1.40,-73.960983,40.780666,-73.963547,40.765675
75B0911E2A83792B6B5CBE9B97EE762F,26BFFB17345CB43A3D3C295F2318E41F,VTS,2,,2013-02-01 15:31:00,2013-02-01 16:12:00,1,2460,20.47,-73.781319,40.644951,-73.956688,40.768188
F2DC003B922A092D70D80EC36F2B65D8,512674156D44D71BB23CCE7B6EBCE630,VTS,1,,2013-02-01 15:10:00,2013-02-01 15:42:00,5,1920,11.19,-73.870697,40.773544,-73.977196,40.676907
E9810A32F0E149A78AA6C1F3BF6A4BD5,AD9E57DE83060B3240F8FC6BBA99237B,VTS,1,,2013-02-01 17:00:00,2013-02-01 17:07:00,6,420,1.32,-74.004532,40.724236,-74.006477,40.738014
DA72C85B6B7172DF9F8CC224D08FB3C8,C6221DD0AD1D6B9C3EF2BCFCA28E15F4,VTS,1,,2013-02-01 15:46:00,2013-02-01 16:00:00,1,840,1.36,-73.982635,40.750763,-73.990616,40.734905
445F6F3E3624FEB7576F15B0BCEFBD97,FF5274DF86705E339AF72D7F0D8CCEC7,VTS,1,,2013-02-01 15:36:00,2013-02-01 15:39:00,2,180,.45,-74.00518,40.720642,-74.00135,40.725334
5D4C105C32FB4E64D50BC8EC88AE4C41,2D33FF8C0EBAEF5FC1DE86F1035306BE,VTS,1,,2013-02-01 15:57:00,2013-02-01 16:00:00,5,180,.44,-73.96402,40.803123,-73.964699,40.807961
AEAF9AA9B14A582B207FE045A358064E,01C6F145692E3E925D926C0181F97E8A,VTS,1,,2013-02-01 16:14:00,2013-02-01 16:18:00,1,240,.89,-73.965111,40.759342,-73.971329,40.750881
6D9C2E4EAC8F6A5C7D3102177BC42C03,FC79FEEDF658C1B9CD62525C705AA8E1,VTS,1,,2013-02-01 15:53:00,2013-02-01 16:01:00,1,480,1.73,-74.007286,40.728264,-73.997276,40.748592
B3D6E05EFE85CE2FEC8FED7C5961A3E3,2EA95378FE885B2EF3A6ED7667E991B1,VTS,1,,2013-02-01 16:29:00,2013-02-01 16:50:00,1,1260,4.31,-73.963387,40.808929,-73.974976,40.760662
4D032F40F4035A9415C16ADC6B557E1E,26E9DA505BECBB12057FCC4E5690F484,VTS,1,,2013-02-01 13:37:00,2013-02-01 13:41:00,2,240,1.23,-73.998932,40.744511,-73.995689,40.733196
4C7C3CC0647407A433EA713ECDC2F196,E870BEE0381AC4436D1A2E8CE7EE884D,VTS,1,,2013-02-01 15:55:00,2013-02-01 16:14:00,1,1140,2.65,-73.980865,40.764717,-73.995277,40.733864
B7947DAACC2EA93EF7AE3C352F339CA4,B11062188366F277AC8AB4F532880ECC,VTS,1,,2013-02-01 16:11:00,2013-02-01 16:17:00,1,360,.93,-73.955254,40.779392,-73.94986,40.772217
D9851C80021D5BAD12B3385A44392BA5,0FDAC78FF2AAC6D155BB312178584C03,VTS,1,,2013-02-01 16:11:00,2013-02-01 16:17:00,1,360,.94,-73.987953,40.723934,-73.993942,40.732563
